0,SansBody,HandUp,,,,,,,
1.2,BoneStab,0,16,0,0.8,,,,
0,BoneStab,1,16,0,0.8,,,,
0,BoneStab,2,16,0,0.8,,,,
0.1,BoneStab,0,32,0,0.7,,,,
0,BoneStab,1,32,0,0.7,,,,
0,BoneStab,2,32,0,0.7,,,,
0.1,BoneStab,0,48,0,0.6,,,,
0,BoneStab,1,48,0,0.6,,,,
0,BoneStab,2,48,0,0.6,,,,
0.1,BoneStab,0,64,0,0.5,,,,
0,BoneStab,1,64,0,0.5,,,,
0,BoneStab,2,64,0,0.5,,,,
0,JMPABS,RndAttack,,,,,,,
0,:End,,,,,,,,
0,SansAnimation,,,,,,,,
1.4,BoneStab,0,75,0.2,0.1,,,,
0,BoneStab,2,55,0.2,0.1,,,,
0,BoneStab,1,75,0.2,0.1,,,,
0,BoneStab,3,55,0.2,0.1,,,,
0.5,BoneStab,0,55,0.2,0.1,,,,
0,BoneStab,2,75,0.2,0.1,,,,
0,BoneStab,1,55,0.2,0.1,,,,
0,BoneStab,3,75,0.2,0.1,,,,
0.5,BoneStab,0,75,0.2,0.1,,,,
0,BoneStab,2,55,0.2,0.1,,,,
0,BoneStab,1,75,0.2,0.1,,,,
0,BoneStab,3,55,0.2,0.1,,,,
0.5,BoneStab,0,55,0.2,0.1,,,,
0,BoneStab,2,75,0.2,0.1,,,,
0,BoneStab,1,55,0.2,0.1,,,,
0,BoneStab,3,75,0.2,0.1,,,,
0.5,BoneStab,0,75,0.7,0.1,,,,
0,BoneStab,2,55,0.7,0.1,,,,
0,BoneStab,1,75,0.7,0.1,,,,
0,BoneStab,3,55,0.7,0.1,,,,
0.2,BoneStab,0,55,0,0.1,,,,
0,BoneStab,2,75,0,0.1,,,,
0,BoneStab,1,55,0,0.1,,,,
0,BoneStab,3,75,0,0.1,,,,
0.8,BoneStab,0,55,0.2,0.1,,,,
0,BoneStab,2,75,0.2,0.1,,,,
0,BoneStab,1,55,0.2,0.1,,,,
0,BoneStab,3,75,0.2,0.1,,,,
0.5,GasterBlaster,2,0,0,315,315,0,0.333,0.26666
0,GasterBlaster,2,0,0,315,315,90,0.333,0.26666
0,GasterBlaster,2,640,480,315,315,180,0.333,0.26666
0,GasterBlaster,2,640,480,315,315,270,0.333,0.26666
0,GasterBlaster,1,0,0,315,315,45,1.233,0.26666
0,GasterBlaster,1,640,0,315,315,135,1.233,0.26666
0,GasterBlaster,1,640,480,315,315,225,1.233,0.26666
0,GasterBlaster,1,0,480,315,315,315,1.233,0.26666
0,GasterBlaster,2,0,240,315,315,0,3,0.5
0,GasterBlaster,2,640,240,315,315,180,3,0.5
0,GasterBlaster,2,0,0,315,315,45,3,0.25
0,GasterBlaster,2,640,0,315,315,135,3,0.25
0,GasterBlaster,2,640,480,315,315,225,3,0.25
0,GasterBlaster,2,0,480,315,315,315,3,0.25
1.233,GasterBlaster,0,0,0,315,315,0,0,0.26666
0,GasterBlaster,0,0,0,315,315,90,0,0.26666
0,GasterBlaster,0,640,480,315,315,180,0,0.26666
0,GasterBlaster,0,640,480,315,315,270,0,0.26666
1.233,GasterBlaster,2,0,0,189,246,0,0,0.26666
0,GasterBlaster,2,0,0,259,166,90,0,0.26666
0,GasterBlaster,2,640,480,449,366,180,0,0.26666
0,GasterBlaster,2,640,480,379,446,270,0,0.26666
2,SansHead,Closedeyes,,,,,,,
0,SansText,heheh...,,,,,,,
0,EndAttack,,,,,,,,
